nodex,nodey,offline_time1,online_time1,offline_time2,online_time2,union_time,intersection_time,ai,bi,ai_prime,bi_prime,ci,di,score
0,375,3.181,1.171,3.082,0.653,0.262,0.206,297,33,297,33,396,0,0
0,376,3.133,1.267,3.155,0.74,0.282,0.216,297,66,297,66,396,33,0
0,377,2.998,1.235,3.121,0.596,0.267,0.206,297,0,297,0,396,33,0
0,378,3.054,1.272,3.003,0.728,0.282,0.226,297,66,297,66,396,33,0
0,379,3.356,2.161,3.178,1.407,0.513,0.417,297,462,297,462,396,9,15
0,381,2.988,1.23,3.102,0.59,0.261,0.205,297,0,297,0,396,33,0
0,382,3.169,1.608,3.165,0.83,0.353,0.259,297,132,297,132,396,165,0
0,383,3.195,1.423,3.166,0.708,0.304,0.238,297,66,297,66,396,99,0
0,384,3.116,3.918,3.009,2.531,0.971,0.662,297,1089,297,1089,396,891,0
0,386,3.043,1.261,3.162,0.711,0.281,0.218,297,66,297,66,396,33,0
0,387,3.136,1.71,3.155,1.011,0.414,0.299,297,231,297,231,396,165,0
0,388,3.153,2.03,3.267,1.118,0.453,0.324,297,264,297,264,396,297,0
0,390,3.096,1.232,3.168,0.583,0.262,0.206,297,0,297,0,396,33,0
0,391,3.123,4.36,3.019,2.73,1.063,0.738,297,1188,297,1188,396,1023,0
0,392,3.233,1.98,3.04,1.18,0.476,0.324,297,330,297,330,396,264,0
0,395,3.217,2.261,2.981,1.364,0.565,0.376,297,429,297,429,396,330,0
0,396,3.045,1.321,3.27,0.589,0.284,0.216,297,0,297,0,396,66,0
0,397,3.45,1.799,3.365,1.104,0.422,0.312,297,264,297,264,396,198,0
0,398,3.159,2.455,3.077,1.614,0.593,0.379,297,528,297,528,396,429,0
0,399,3.099,1.695,3.176,0.848,0.366,0.261,297,132,297,132,396,198,0
0,400,3.258,1.295,3.161,0.774,0.295,0.238,297,99,297,99,396,33,0
0,401,3.113,1.172,3.003,0.644,0.261,0.208,297,33,297,33,396,0,0
0,402,3.053,1.628,3.056,0.892,0.372,0.26,297,165,297,165,396,165,0
0,403,3.096,1.632,3.067,0.826,0.35,0.284,297,132,297,132,396,165,0
0,404,3.075,1.673,3.145,0.709,0.347,0.272,297,66,297,66,396,198,0
0,405,3.062,1.984,3.417,1.061,0.447,0.303,297,264,297,264,396,297,0
0,406,3.298,1.169,2.959,0.644,0.26,0.206,297,33,297,33,396,0,0
0,407,3.095,1.724,3.067,1.119,0.41,0.315,297,297,297,297,396,165,2
0,408,3.086,4.342,3.022,2.409,1.008,0.652,297,1023,297,1023,396,1089,0
0,409,3.376,1.269,3.22,0.709,0.291,0.216,297,66,297,66,396,33,0
0,410,3.184,1.841,3.038,1.08,0.424,0.303,297,264,297,264,396,231,0
0,411,3.123,4.103,3.08,2.354,0.971,0.671,297,990,297,990,396,990,0
0,412,3.058,2.412,3.065,1.263,0.533,0.367,297,363,297,363,396,429,0
0,413,3.022,4.175,3.032,2.597,1.001,0.7,297,1089,297,1089,396,990,0
0,414,3.11,1.6,2.982,0.958,0.371,0.271,297,198,297,198,396,132,0
0,415,3.081,2.113,3.155,1.146,0.489,0.335,297,297,297,297,396,330,0
0,417,3.09,1.261,3.011,0.657,0.292,0.206,297,33,297,33,396,33,0
0,418,3.255,1.271,3.237,0.67,0.283,0.226,297,33,297,33,396,33,0
0,419,3.159,1.289,3.158,0.651,0.271,0.249,297,33,297,33,396,33,0
0,420,3.048,1.249,3.075,0.671,0.27,0.217,297,33,297,33,396,33,0
0,421,3.038,1.444,2.992,0.77,0.318,0.239,297,99,297,99,396,99,0
0,422,3.11,4.282,3.089,2.302,1.01,0.65,297,957,297,957,396,1056,0
0,423,2.991,1.552,3.202,0.834,0.342,0.249,297,132,297,132,396,132,0
0,424,3,2.137,3.144,0.944,0.455,0.335,297,198,297,198,396,363,0
0,425,3.175,1.267,3.142,0.652,0.299,0.206,297,33,297,33,396,33,0
0,426,3.136,1.238,3.16,0.65,0.271,0.205,297,33,297,33,396,33,0
0,427,3.016,1.276,3.078,0.709,0.284,0.227,297,66,297,66,396,33,0
0,428,3.102,1.546,3.076,0.826,0.339,0.27,297,132,297,132,396,132,0
0,430,3.056,1.935,3.099,1.129,0.445,0.316,297,297,297,297,396,264,0
0,431,3.207,1.514,3.255,1.002,0.364,0.271,297,231,297,231,396,99,0
0,432,3.058,2.224,3.11,1.239,0.505,0.368,297,363,297,363,396,363,0
0,434,3.116,1.446,3.053,0.774,0.318,0.249,297,99,297,99,396,99,0
0,436,3.095,4.503,3.163,2.478,1.06,0.686,297,1056,297,1056,396,1155,0
0,437,3.294,2.243,3.093,1.238,0.546,0.347,297,363,297,363,396,363,0
0,438,3.096,1.794,3.031,0.886,0.389,0.291,297,165,297,165,396,231,0
0,439,2.959,1.267,3.059,0.739,0.282,0.216,297,66,297,66,396,33,0
0,440,3.115,3.702,3.069,2.411,0.894,0.674,297,990,297,990,396,792,0
0,443,3.042,1.651,3.063,0.922,0.367,0.267,297,165,297,165,396,132,3
0,444,3.062,2.056,3.025,1.06,0.454,0.314,297,264,297,264,396,297,0
0,445,3.057,1.748,3.077,0.783,0.38,0.27,297,99,297,99,396,198,0
0,448,3.078,1.201,3.173,0.661,0.273,0.208,297,33,297,33,396,0,0
0,449,3.07,1.594,3.065,1.005,0.375,0.281,297,231,297,231,396,132,0
0,450,3.057,1.545,3.17,0.727,0.352,0.238,297,66,297,66,396,132,0
0,451,3.049,2.31,3.009,1.415,0.544,0.38,297,462,297,462,396,363,0
0,452,3.039,4.591,3.032,2.647,1.099,0.736,297,1155,297,1155,396,1155,0
0,453,3.049,1.28,3.187,0.601,0.266,0.205,297,0,297,0,396,33,0
0,454,3.192,1.296,3.153,0.65,0.275,0.217,297,33,297,33,396,33,0
0,456,3.039,1.831,3.036,1.025,0.438,0.305,297,231,297,231,396,198,0
0,457,3.105,1.427,3.29,0.591,0.319,0.227,297,0,297,0,396,99,0
0,458,3.136,1.186,3.03,0.654,0.261,0.205,297,33,297,33,396,0,0
0,459,3.05,1.865,2.999,0.96,0.412,0.281,297,198,297,198,396,264,0
0,460,3.138,1.289,4.032,0.653,0.274,0.206,297,33,297,33,396,33,0
0,461,3.013,1.664,3.042,1.003,0.387,0.281,297,231,297,231,396,165,0
0,462,3.005,2.576,2.991,1.207,0.555,0.378,297,330,297,330,396,528,0
0,463,3.22,1.436,3.275,0.768,0.318,0.239,297,99,297,99,396,99,0
0,464,3,1.524,3.059,0.767,0.328,0.259,297,99,297,99,396,132,0
0,465,3.049,1.345,3.123,0.709,0.297,0.228,297,66,297,66,396,66,0
0,466,3.037,1.32,3.019,0.652,0.284,0.216,297,33,297,33,396,66,0
0,467,3.009,1.378,3.18,0.651,0.288,0.227,297,33,297,33,396,66,0
0,468,3.146,1.578,3.239,0.828,0.346,0.27,297,132,297,132,396,132,0
0,469,3.021,1.853,3.109,0.838,0.389,0.292,297,132,297,132,396,264,0
0,470,3.103,1.519,3.038,0.734,0.319,0.26,297,66,297,66,396,132,0
0,471,4.357,2.366,3.701,1.66,0.568,0.4,297,561,297,561,396,330,0
0,472,3.038,1.278,3.025,0.609,0.263,0.206,297,0,297,0,396,33,0
0,473,3.439,1.404,3.201,0.829,0.318,0.247,297,132,297,132,396,66,0
0,475,3.806,1.758,3.79,1.003,0.409,0.293,297,231,297,231,396,198,0
0,476,3.333,1.29,3.037,0.73,0.297,0.224,297,66,297,66,396,33,0
0,477,3.066,1.704,3.195,0.885,0.378,0.271,297,165,297,165,396,198,0
0,478,3.185,1.293,3.144,0.719,0.304,0.224,297,66,297,66,396,33,0
0,479,3.096,1.404,3.168,0.616,0.296,0.228,297,0,297,0,396,99,0
0,480,3.004,1.239,2.983,0.652,0.271,0.206,297,33,297,33,396,33,0
0,481,3.816,1.666,3.602,1.003,0.389,0.281,297,231,297,231,396,165,0
0,483,3.171,4.165,3.195,2.487,0.992,0.686,297,1056,297,1056,396,990,1
0,484,2.99,1.382,3.004,0.784,0.304,0.255,297,99,297,99,396,66,0
0,485,3.07,1.247,3.056,0.665,0.279,0.206,297,33,297,33,396,33,0
0,487,3.268,1.406,3.178,0.837,0.319,0.243,297,132,297,132,396,66,0
0,488,3.333,4.229,3.53,2.526,1.014,0.692,297,1089,297,1089,396,1023,0
0,489,3.216,1.699,3.451,0.831,0.363,0.281,297,132,297,132,396,198,0
0,490,3.04,2.485,2.987,1.26,0.556,0.368,297,363,297,363,396,462,0
0,491,3.037,2.462,3.177,1.356,0.55,0.445,297,429,297,429,396,429,0
0,492,3.007,1.237,3.025,0.653,0.27,0.205,297,33,297,33,396,33,0
0,493,3.203,1.43,2.986,0.741,0.311,0.24,297,66,297,66,396,99,0
0,494,3.082,1.552,3.117,0.849,0.34,0.272,297,132,297,132,396,132,0
0,495,3.041,1.632,3.097,1.015,0.384,0.292,297,231,297,231,396,132,0
0,496,3.069,2.73,3.188,1.678,0.662,0.465,297,594,297,594,396,495,0
0,497,3.191,1.352,3.004,0.713,0.295,0.237,297,66,297,66,396,66,0
0,498,3.147,1.264,3.153,0.654,0.286,0.216,297,33,297,33,396,33,0
0,499,3.096,1.637,3.003,0.829,0.352,0.281,297,132,297,132,396,165,0
0,501,3.191,1.244,3.144,0.652,0.275,0.207,297,33,297,33,396,33,0
0,502,3.238,1.331,3.094,0.712,0.295,0.216,297,66,297,66,396,66,0
0,503,3.271,1.267,3.215,0.713,0.289,0.216,297,66,297,66,396,33,0
0,504,3.189,1.829,3.015,0.893,0.393,0.303,297,165,297,165,396,231,0
0,505,3.104,3.712,3.092,1.975,0.843,0.574,297,759,297,759,396,891,0
0,506,2.999,1.866,3.01,0.855,0.399,0.292,297,132,297,132,396,264,0
0,507,3.166,1.63,3.36,0.884,0.363,0.271,297,165,297,165,396,165,0
0,508,3.068,1.364,3.138,0.767,0.303,0.238,297,99,297,99,396,66,0
0,509,3.32,1.948,3.133,1.061,0.45,0.326,297,264,297,264,396,264,0
0,510,3.04,1.227,3.158,0.579,0.258,0.205,297,0,297,0,396,33,0
0,511,3.072,1.363,3.074,0.768,0.305,0.238,297,99,297,99,396,66,0
0,512,3.271,1.262,3.035,0.711,0.281,0.219,297,66,297,66,396,33,0
0,513,3.072,4.324,3.028,2.586,1.031,0.709,297,1122,297,1122,396,1056,0
0,514,3.136,1.17,2.963,0.644,0.258,0.206,297,33,297,33,396,0,0
0,516,3.093,1.669,3.068,0.945,0.374,0.281,297,198,297,198,396,165,0
0,517,2.991,4.763,3.056,2.131,1.037,0.713,297,858,297,858,396,1287,0
0,518,3.224,1.683,3.031,1.088,0.406,0.282,297,264,297,264,396,165,0
0,519,3.415,1.896,3.146,1.121,0.45,0.314,297,297,297,297,396,231,0
0,520,3.119,1.208,3.152,0.732,0.264,0.206,297,33,297,33,396,0,0
0,522,3.205,3.599,3.005,2.329,0.882,0.575,297,957,297,957,396,792,0
0,523,3.105,1.24,3.076,0.689,0.271,0.206,297,33,297,33,396,33,0
0,524,3.226,1.413,2.957,0.896,0.331,0.26,297,165,297,165,396,66,0
0,525,3.003,1.336,3.089,0.724,0.297,0.217,297,66,297,66,396,66,0
0,526,3.06,1.245,3.007,0.653,0.274,0.208,297,33,297,33,396,33,0
0,527,3.024,1.878,2.961,0.977,0.413,0.292,297,198,297,198,396,264,0
0,528,3.067,2.186,3.012,1.357,0.518,0.369,297,429,297,429,396,330,0
0,529,3.042,2.287,3.114,1.185,0.509,0.368,297,330,297,330,396,396,0
0,532,3.17,1.309,3.148,0.769,0.304,0.24,297,99,297,99,396,33,0
0,533,3.013,1.718,3.297,0.829,0.368,0.293,297,132,297,132,396,198,0
0,534,3.031,1.174,2.969,0.648,0.263,0.207,297,33,297,33,396,0,0
0,536,2.985,1.233,3.018,0.586,0.264,0.206,297,0,297,0,396,33,0
0,537,3.038,1.174,3.082,0.649,0.265,0.206,297,33,297,33,396,0,0
0,538,2.973,1.23,3.216,0.584,0.261,0.206,297,0,297,0,396,33,0
0,539,2.981,1.42,3.204,0.659,0.303,0.238,297,33,297,33,396,99,0
0,540,3.126,1.261,3.059,0.711,0.283,0.216,297,66,297,66,396,33,0
0,542,3.02,1.494,3.23,0.721,0.316,0.238,297,66,297,66,396,132,0
0,543,3.149,1.238,3.125,0.65,0.27,0.206,297,33,297,33,396,33,0
0,544,3.166,3.806,3.076,2.064,0.862,0.627,297,825,297,825,396,891,0
0,545,3.069,1.298,3.01,0.77,0.299,0.237,297,99,297,99,396,33,0
0,546,3.258,1.233,2.981,0.704,0.281,0.225,297,66,297,66,396,0,0
0,547,3.223,1.243,2.976,0.79,0.295,0.228,297,99,297,99,396,0,0
0,548,3.432,1.284,3.024,0.911,0.321,0.26,297,165,297,165,396,0,0
0,549,3.122,2.248,3.031,1.181,0.487,0.401,297,330,297,330,396,11,15
0,550,3.122,2.696,3.096,1.731,0.656,0.434,297,627,297,627,396,495,0
0,551,3.103,1.248,3.109,0.642,0.267,0.206,297,0,297,0,396,33,0
0,552,3.059,2.334,3.118,1.282,0.52,0.407,297,12,297,12,396,12,14
0,553,3.059,1.71,3.13,0.889,0.376,0.279,297,132,297,132,396,198,0
0,554,3.113,1.248,3.126,0.651,0.271,0.205,297,33,297,33,396,33,0
0,555,3.088,1.472,3.117,0.78,0.332,0.241,297,99,297,99,396,99,0
0,556,3.141,2.212,3.065,1.011,0.47,0.335,297,231,297,231,396,396,0
0,559,3.065,1.266,3.223,0.652,0.277,0.227,297,33,297,33,396,33,0
0,560,3.132,1.321,3.113,0.657,0.284,0.216,297,33,297,33,396,66,0
0,561,3.069,1.169,3.018,0.644,0.258,0.205,297,33,297,33,396,0,0
0,563,3.298,1.431,3.229,0.767,0.316,0.237,297,99,297,99,396,99,0
0,564,3.066,1.327,3.187,0.652,0.28,0.227,297,33,297,33,396,66,0
0,565,3.341,1.331,2.979,0.718,0.294,0.216,297,66,297,66,396,66,0
0,567,3.179,1.676,3.093,0.946,0.374,0.303,297,198,297,198,396,165,0
0,569,3.101,1.722,3.041,0.886,0.375,0.292,297,165,297,165,396,198,0
0,570,3.094,1.685,3.135,1.004,0.387,0.292,297,231,297,231,396,165,0
0,571,3.182,1.166,2.988,0.645,0.258,0.205,297,33,297,33,396,0,0
0,572,3.151,1.237,3.212,0.652,0.27,0.206,297,33,297,33,396,33,0
0,575,3.064,1.758,2.967,1.06,0.409,0.292,297,264,297,264,396,198,0
0,576,3.063,3.687,3.08,1.948,0.862,0.57,297,759,297,759,396,858,0
0,577,3.246,1.838,3.094,0.947,0.399,0.295,297,198,297,198,396,231,0
0,578,3.152,4.82,3.083,3.115,1.219,0.745,297,1386,297,1386,396,1188,0
0,579,3.298,1.277,3.122,0.662,0.296,0.206,297,33,297,33,396,33,0
0,580,3.124,1.223,3.009,0.661,0.271,0.205,297,33,297,33,396,0,0
0,582,3.052,1.378,2.997,0.725,0.313,0.245,297,66,297,66,396,66,0
0,583,3.052,1.752,3.016,0.886,0.383,0.292,297,165,297,165,396,198,0
0,584,3.381,1.358,3.146,0.71,0.297,0.227,297,66,297,66,396,66,0
0,585,3.052,1.581,2.975,1.007,0.409,0.293,297,231,297,231,396,99,0
0,586,3.126,1.296,3.039,0.653,0.282,0.206,297,33,297,33,396,33,0
0,587,3.501,2.373,3.353,1.382,0.546,0.391,297,429,297,429,396,396,0
0,588,3.096,1.802,3.098,0.943,0.408,0.282,297,198,297,198,396,231,0
0,589,3.369,1.212,3.033,0.769,0.282,0.227,297,99,297,99,396,0,0
0,590,3.163,4.69,3.024,2.595,1.089,0.725,297,1122,297,1122,396,1221,0
0,591,2.989,1.56,3.057,0.838,0.344,0.27,297,132,297,132,396,132,0
0,592,3.021,1.436,2.984,0.65,0.296,0.227,297,33,297,33,396,99,0
0,594,3.064,1.76,3.012,0.828,0.375,0.27,297,132,297,132,396,231,0
0,598,3.071,1.721,3.002,0.778,0.351,0.281,297,99,297,99,396,198,0
0,599,3.097,1.388,3.034,0.708,0.295,0.235,297,66,297,66,396,66,1
0,600,3.095,1.53,3.13,0.709,0.338,0.245,297,66,297,66,396,132,0
0,601,3.328,1.362,3.062,0.719,0.303,0.227,297,66,297,66,396,66,0
0,602,3.094,1.974,3.066,0.934,0.417,0.325,297,165,297,165,396,297,0
0,603,3.236,3.042,3.042,1.825,0.719,0.502,297,693,297,693,396,627,0
0,604,3.181,1.183,3.002,0.657,0.26,0.218,297,33,297,33,396,0,0
0,605,3.214,1.333,3.331,0.652,0.291,0.218,297,33,297,33,396,66,0
0,606,3.086,2.195,3.029,1.574,0.573,0.378,297,528,297,528,396,297,0
0,607,3.258,4.524,3.058,2.645,1.095,0.706,297,1122,297,1122,396,1122,0
0,609,3.23,1.206,3.136,0.674,0.263,0.206,297,33,297,33,396,0,0
0,610,3.066,1.256,3.285,0.675,0.271,0.208,297,33,297,33,396,33,0
0,611,3.235,1.322,3.117,0.651,0.284,0.217,297,33,297,33,396,66,0
0,612,3.006,1.364,3.009,0.592,0.273,0.225,297,0,297,0,396,66,0
0,613,3.12,1.527,3.147,0.77,0.329,0.26,297,99,297,99,396,132,0
0,615,3.087,2.154,3.187,1.161,0.476,0.367,297,297,297,297,396,330,0
0,616,3.044,1.51,3,0.73,0.32,0.238,297,66,297,66,396,132,0
0,618,3.04,1.273,3.27,0.656,0.291,0.216,297,33,297,33,396,33,0
0,619,3.133,1.32,3.277,0.651,0.283,0.217,297,33,297,33,396,66,0
0,620,3.355,1.355,3.195,0.77,0.305,0.227,297,99,297,99,396,66,0
0,621,3.26,2.478,3.184,1.353,0.565,0.39,297,429,297,429,396,462,0
0,622,3.434,1.537,3.39,0.834,0.34,0.259,297,132,297,132,396,132,0
0,623,3.454,1.542,3.29,0.884,0.368,0.262,297,165,297,165,396,99,0
0,624,3.263,1.671,2.954,0.884,0.364,0.292,297,165,297,165,396,165,0
0,625,3.471,4.392,3.402,2.583,1.047,0.693,297,1089,297,1089,396,1089,0
0,626,3.097,1.756,2.965,1.062,0.411,0.29,297,264,297,264,396,198,1
0,627,3.151,2.224,3.057,1.411,0.536,0.391,297,462,297,462,396,330,0
0,628,3.174,1.264,3.089,0.649,0.278,0.216,297,33,297,33,396,33,0
0,630,3.1,1.572,3.059,0.83,0.344,0.256,297,132,297,132,396,132,0
0,631,3.234,1.58,3.454,0.934,0.359,0.26,297,165,297,165,396,132,0
0,632,3.068,1.961,3.022,0.912,0.416,0.304,297,165,297,165,396,264,0
0,633,3.137,2.398,3.014,1.365,0.552,0.376,297,429,297,429,396,429,0
0,634,3.082,1.571,3.013,0.834,0.343,0.261,297,132,297,132,396,132,0
0,635,3.126,1.181,3.009,0.651,0.263,0.206,297,33,297,33,396,0,0
0,636,3.037,1.587,3.137,0.986,0.367,0.282,297,198,297,198,396,132,0
0,638,3.012,1.931,3.004,1.072,0.445,0.314,297,264,297,264,396,264,0
0,639,3.242,2.576,3.745,1.589,0.62,0.422,297,561,297,561,396,462,0
0,640,3.157,4.677,2.996,2.725,1.1,0.767,297,1188,297,1188,396,1155,0
0,641,3.288,4.919,3.611,2.354,1.101,0.724,297,990,297,990,396,1320,0
0,642,3.164,1.867,3.02,1.002,0.415,0.314,297,231,297,231,396,231,0
0,643,3.186,1.584,3.317,0.71,0.339,0.248,297,66,297,66,396,165,0
0,644,3.003,1.229,3.072,0.579,0.258,0.206,297,0,297,0,396,33,0
0,645,3.171,1.261,3.164,0.708,0.282,0.217,297,66,297,66,396,33,0
0,646,3.14,1.946,3.141,1.356,0.484,0.346,297,429,297,429,396,231,0
0,647,3.087,1.422,3.076,0.719,0.305,0.238,297,66,297,66,396,99,0
0,650,3.049,1.576,3.022,0.721,0.328,0.252,297,66,297,66,396,165,0
0,651,3.469,1.781,3.469,0.884,0.386,0.281,297,165,297,165,396,231,0
0,652,3.087,1.225,3.245,0.582,0.258,0.204,297,0,297,0,396,33,0
0,653,3.274,1.284,3.105,0.772,0.293,0.23,297,99,297,99,396,33,0
0,655,3.043,1.226,3.125,0.578,0.258,0.206,297,0,297,0,396,33,0
0,656,3.413,1.831,3.007,1.017,0.421,0.293,297,231,297,231,396,231,0
0,657,3.252,1.217,3.008,0.705,0.272,0.217,297,66,297,66,396,0,0
0,660,3.069,2.428,2.99,1.144,0.53,0.367,297,297,297,297,396,462,0
0,661,3.124,1.544,3.005,0.841,0.347,0.26,297,132,297,132,396,132,0
0,662,3.195,1.968,3.187,1.179,0.459,0.324,297,330,297,330,396,264,0
0,663,3.202,1.56,3.087,0.826,0.34,0.269,297,132,297,132,396,132,0
0,664,3.077,2.301,3.022,1.356,0.538,0.357,297,429,297,429,396,363,0
0,666,3.928,1.749,3.606,1.046,0.402,0.292,297,231,297,231,396,198,0
0,667,3.119,1.188,2.971,0.706,0.269,0.216,297,66,297,66,396,0,0
0,668,3.046,1.562,3.075,0.976,0.366,0.259,297,198,297,198,396,132,0
0,669,3.017,1.578,3.063,0.851,0.352,0.278,297,132,297,132,396,132,0
0,670,3.166,1.454,3.21,0.827,0.337,0.238,297,132,297,132,396,99,0
0,671,3.207,1.658,3.036,0.91,0.376,0.283,297,165,297,165,396,165,0
0,674,3.426,2.205,3.032,1.473,0.547,0.368,297,495,297,495,396,330,0
0,675,3.187,1.387,3.299,0.65,0.283,0.248,297,33,297,33,396,66,0
0,676,3.062,1.62,3.308,0.826,0.357,0.267,297,132,297,132,396,165,0
0,677,3.221,1.332,3.245,0.653,0.281,0.223,297,33,297,33,396,66,0
0,678,3.518,2.303,4.507,0.905,0.461,0.357,297,165,297,165,396,429,0
0,680,3.054,2.27,3.039,1.364,0.543,0.379,297,429,297,429,396,363,0
0,682,3.004,1.328,3.109,0.661,0.281,0.216,297,33,297,33,396,66,0
0,684,3.136,4.036,3.06,1.824,0.862,0.628,297,693,297,693,396,1023,0
0,685,3.2,1.69,3.044,1.063,0.403,0.292,297,264,297,264,396,165,0
0,690,3.197,1.322,3.269,0.656,0.283,0.218,297,33,297,33,396,66,0
0,691,3.143,1.251,3.157,0.654,0.279,0.205,297,33,297,33,396,33,0
0,692,3.024,1.412,3.046,0.672,0.303,0.23,297,33,297,33,396,99,0
0,693,3.286,1.257,3.032,0.651,0.277,0.219,297,33,297,33,396,33,0
0,694,3.486,1.364,3.31,0.805,0.307,0.227,297,99,297,99,396,66,0
0,695,3.333,2.604,3.436,1.53,0.604,0.449,297,528,297,528,396,462,0
0,696,3.102,1.816,3.014,0.913,0.402,0.288,297,165,297,165,396,231,0
0,698,3.109,4.08,3.042,2.383,0.961,0.658,297,990,297,990,396,990,0
0,699,3.09,1.309,3.299,0.584,0.27,0.216,297,0,297,0,396,66,0
0,700,3.137,1.69,2.985,0.952,0.377,0.305,297,198,297,198,396,165,0
0,701,3.16,1.258,3.133,0.652,0.28,0.216,297,33,297,33,396,33,0
0,702,3.058,1.32,3.146,0.592,0.272,0.217,297,0,297,0,396,66,0
0,703,3.082,1.83,3.071,1.042,0.41,0.304,297,231,297,231,396,231,0
0,705,3.026,2.38,3.004,1.349,0.55,0.424,297,13,297,13,396,396,15
0,706,3.202,1.199,3.037,0.646,0.272,0.214,297,33,297,33,396,0,0
0,707,2.993,1.612,2.991,1.008,0.384,0.29,297,231,297,231,396,132,0
0,708,3.207,1.609,3.107,0.872,0.353,0.259,297,132,297,132,396,165,0
0,709,3.079,2.25,3.132,1.302,0.516,0.368,297,396,297,396,396,363,0
0,710,3.19,1.314,3.093,0.581,0.277,0.216,297,0,297,0,396,66,0
0,712,3.083,2.249,3.055,1.307,0.505,0.394,297,12,297,12,396,11,15
0,713,3.459,1.553,3.184,0.826,0.34,0.275,297,132,297,132,396,132,0
0,714,3.023,1.308,3.359,0.579,0.27,0.216,297,0,297,0,396,66,0
0,715,3.219,1.166,2.975,0.65,0.258,0.205,297,33,297,33,396,0,0
0,716,3.168,1.351,3.011,0.711,0.292,0.238,297,66,297,66,396,66,0
0,717,3.082,1.398,2.999,0.872,0.334,0.241,297,132,297,132,396,66,0
0,718,3.027,1.537,3.228,0.792,0.341,0.249,297,99,297,99,396,132,0
0,720,3.202,2.237,3.21,1.238,0.515,0.367,297,363,297,363,396,363,0
0,721,3.045,1.227,3.184,0.587,0.258,0.206,297,0,297,0,396,33,0
0,722,3.101,4.766,3.121,2.434,1.083,0.754,297,1023,297,1023,396,1221,1
0,723,3.06,1.727,3.055,0.91,0.38,0.291,297,165,297,165,396,198,0
0,724,3.039,2.036,3.036,1.238,0.469,0.336,297,330,297,330,396,297,0
0,725,3.064,1.794,3.066,0.888,0.389,0.292,297,165,297,165,396,231,0
0,726,3.168,1.439,3.23,0.944,0.353,0.265,297,198,297,198,396,66,0
0,727,3.387,3.087,3.445,1.868,0.725,0.486,297,660,297,660,396,660,0
0,728,3.029,1.554,2.991,0.772,0.334,0.249,297,99,297,99,396,132,0
0,729,3.077,1.62,2.988,0.833,0.353,0.271,297,132,297,132,396,165,0
0,730,3.213,1.248,3.14,0.65,0.272,0.205,297,33,297,33,396,33,0
0,731,3.033,1.505,3.018,0.661,0.314,0.238,297,33,297,33,396,132,0
